ID,AssignedTo,CPUDemand,SemanticVector,Step
1,1.0,1,"[0.6321366429328918, 0.20379792153835297, 0.11581107974052429, 0.8089116215705872, 0.19326530396938324, 0.7613552808761597, 0.8831859827041626, 0.30011051893234253, 0.011777237989008427, 0.18293003737926483, 0.988830029964447, 0.8736879229545593, 0.03936448320746422, 0.5193107724189758, 0.418335884809494, 0.7865366339683533]",198
2,6.0,2,"[0.7650805711746216, 0.40795454382896423, 0.16743232309818268, 0.6018956303596497, 0.021983858197927475, 0.16786561906337738, 0.16250185668468475, 0.25470638275146484, 0.3340456485748291, 0.4462164640426636, 0.4087768793106079, 0.5932220220565796, 0.6908242106437683, 0.6615870594978333, 0.839543342590332, 0.9211664795875549]",198
3,1.0,3,"[0.5847333669662476, 0.3117970824241638, 0.8649582862854004, 0.7946518659591675, 0.2813844382762909, 0.19238929450511932, 0.8835598826408386, 0.9854131937026978, 0.06814195215702057, 0.6423268914222717, 0.5622290968894958, 0.7152857780456543, 0.8756715059280396, 0.3065401613712311, 0.5225518941879272, 0.9755591750144958]",198
4,1.0,4,"[0.828787624835968, 0.15188860893249512, 0.07444627583026886, 0.4671960771083832, 0.5541970729827881, 0.2518666088581085, 0.7675444483757019, 0.4639066457748413, 0.3177359998226166, 0.27484431862831116, 0.7162143588066101, 0.13298653066158295, 0.3541625142097473, 0.23051226139068604, 0.8918069005012512, 0.419351190328598]",198
5,1.0,5,"[0.05578446388244629, 0.43393921852111816, 0.7429031133651733, 0.8623421788215637, 0.9487581253051758, 0.9457541108131409, 0.7887638211250305, 0.7224922180175781, 0.43950384855270386, 0.9565243721008301, 0.5204417109489441, 0.009850243106484413, 0.2661876082420349, 0.010206433944404125, 0.09330859035253525, 0.8715929388999939]",198
6,1.0,1,"[0.6693938374519348, 0.07523896545171738, 0.3355405628681183, 0.4792476296424866, 0.6443377137184143, 0.6280490756034851, 0.6553682684898376, 0.5757973194122314, 0.700183629989624, 0.4592600166797638, 0.3372327983379364, 0.07398542016744614, 0.8597871661186218, 0.15412355959415436, 0.061935313045978546, 0.5303515791893005]",198
1,1.0,1,"[0.7071749567985535, 0.7724475264549255, 0.7553906440734863, 0.9536966681480408, 0.42823126912117004, 0.38971102237701416, 0.606151282787323, 0.01738317497074604, 0.04738050699234009, 0.5200065970420837, 0.9867770075798035, 0.7906204462051392, 0.4702523350715637, 0.7061406970024109, 0.7391690611839294, 0.003085704054683447]",199
2,1.0,2,"[0.38518044352531433, 0.3183588683605194, 0.4131578803062439, 0.4020332992076874, 0.5488764047622681, 0.2897125482559204, 0.09848804026842117, 0.9839615821838379, 0.579724907875061, 0.29780134558677673, 0.235701322555542, 0.32449015974998474, 0.4921606779098511, 0.9659603238105774, 0.058677203953266144, 0.13121727108955383]",199
3,6.0,3,"[0.6386703252792358, 0.3364342153072357, 0.8757070899009705, 0.11374779045581818, 0.9538982510566711, 0.18091222643852234, 0.5456651449203491, 0.334913969039917, 0.468796968460083, 0.1788797378540039, 0.5888113975524902, 0.14061236381530762, 0.7781925797462463, 0.8829988837242126, 0.6544619202613831, 0.8319728374481201]",199
4,1.0,4,"[0.3279615044593811, 0.06995079666376114, 0.34865158796310425, 0.1342056691646576, 0.29665496945381165, 0.6191915273666382, 0.9265254139900208, 0.07215485721826553, 0.4097934365272522, 0.13807059824466705, 0.46117645502090454, 0.19956381618976593, 0.4841972589492798, 0.1868848353624344, 0.5944564342498779, 0.517573356628418]",199
5,1.0,5,"[0.6999316215515137, 0.0028598683420568705, 0.5507025122642517, 0.524836003780365, 0.7827794551849365, 0.05950066074728966, 0.22600212693214417, 0.0632084459066391, 0.21293610334396362, 0.09791751205921173, 0.20469070971012115, 0.43428540229797363, 0.7319711446762085, 0.5034945011138916, 0.955391526222229, 0.9802104830741882]",199
6,6.0,1,"[0.9962255358695984, 0.29102247953414917, 0.14142055809497833, 0.5518487691879272, 0.048436641693115234, 0.5286459922790527, 0.6963306665420532, 0.22780118882656097, 0.20158566534519196, 0.894813597202301, 0.9965462684631348, 0.5053540468215942, 0.5640671253204346, 0.0014849347062408924, 0.5777930617332458, 0.9546778202056885]",199
1,1.0,1,"[0.38047412037849426, 0.15289601683616638, 0.30843982100486755, 0.26185381412506104, 0.9916117787361145, 0.8020799160003662, 0.9713563919067383, 0.651420533657074, 0.21399077773094177, 0.31813302636146545, 0.961376965045929, 0.8614396452903748, 0.8278719186782837, 0.6864510774612427, 0.7932878732681274, 0.03340836614370346]",200
2,1.0,2,"[0.5631393790245056, 0.42613884806632996, 0.48859670758247375, 0.8478028774261475, 0.06971310079097748, 0.47917640209198, 0.4062904417514801, 0.9782218933105469, 0.4091750979423523, 0.13599343597888947, 0.3736678957939148, 0.15474705398082733, 0.2646988034248352, 0.9920607805252075, 0.5295307636260986, 0.5369940996170044]",200
3,1.0,3,"[0.6965894103050232, 0.9726558327674866, 0.4754291772842407, 0.33769840002059937, 0.0808337852358818, 0.990031361579895, 0.1707092672586441, 0.7438572645187378, 0.8579680323600769, 0.6976513266563416, 0.9134809374809265, 0.4636608958244324, 0.6875720024108887, 0.12676934897899628, 0.3766210079193115, 0.37435415387153625]",200
4,1.0,4,"[0.5342555642127991, 0.5389694571495056, 0.9864756464958191, 0.8002097606658936, 0.4194644093513489, 0.7635170817375183, 0.7204390168190002, 0.41595447063446045, 0.6076805591583252, 0.5546594262123108, 0.8080189824104309, 0.7563656568527222, 0.16402572393417358, 0.04224154353141785, 0.8182377219200134, 0.034087732434272766]",200
5,6.0,5,"[0.02102247066795826, 0.6367253661155701, 0.21692508459091187, 0.04296860843896866, 0.5215224623680115, 0.7107006907463074, 0.5129685401916504, 0.1317642778158188, 0.6166295409202576, 0.7861353158950806, 0.8705424666404724, 0.5867036581039429, 0.5977818369865417, 0.9213284254074097, 0.21115125715732574, 0.35871538519859314]",200
6,1.0,1,"[0.2413903921842575, 0.6840407848358154, 0.5702126622200012, 0.25415661931037903, 0.75011146068573, 0.9898364543914795, 0.7030546069145203, 0.4448751211166382, 0.5718656778335571, 0.19597074389457703, 0.8545151352882385, 0.5737866759300232, 0.5720504522323608, 0.8214181661605835, 0.4312295913696289, 0.4318557381629944]",200
1,1.0,1,"[0.37923309206962585, 0.1553763747215271, 0.7830576300621033, 0.9597784280776978, 0.8502615690231323, 0.5197569727897644, 0.14325879514217377, 0.5638930201530457, 0.7195136547088623, 0.0819014236330986, 0.00034079927718266845, 0.711492121219635, 0.8168749213218689, 0.4228556752204895, 0.7222205996513367, 0.23434633016586304]",201
2,2.0,2,"[0.8655651211738586, 0.5643974542617798, 0.12313926219940186, 0.20915669202804565, 0.6661033630371094, 0.990746259689331, 0.38056033849716187, 0.7795156836509705, 0.05673114210367203, 0.4532301723957062, 0.15919606387615204, 0.7722075581550598, 0.2642301619052887, 0.9525660276412964, 0.629051685333252, 0.5912419557571411]",201
3,1.0,3,"[0.3582354485988617, 0.34351441264152527, 0.353846937417984, 0.37500736117362976, 0.805232584476471, 0.26971733570098877, 0.4191063642501831, 0.11173439025878906, 0.6558884382247925, 0.14211909472942352, 0.4049806296825409, 0.8785886168479919, 0.2458660900592804, 0.12896829843521118, 0.2571035623550415, 0.5472949743270874]",201
4,1.0,4,"[0.0336209200322628, 0.695443868637085, 0.5601286888122559, 0.8359190821647644, 0.9248615503311157, 0.6253257393836975, 0.05070289596915245, 0.5142552852630615, 0.49341773986816406, 0.14849978685379028, 0.4045659601688385, 0.8579870462417603, 0.44189831614494324, 0.25116193294525146, 0.9389966130256653, 0.10868774354457855]",201
5,1.0,5,"[0.4982947111129761, 0.23494605720043182, 0.4952777028083801, 0.7006523609161377, 0.6053075790405273, 0.5563921332359314, 0.6709072589874268, 0.13957613706588745, 0.6992849707603455, 0.36617231369018555, 0.8909923434257507, 0.30040043592453003, 0.8719236850738525, 0.770179271697998, 0.6669839024543762, 0.9672489166259766]",201
6,1.0,1,"[0.32949098944664, 0.3140706419944763, 0.35585832595825195, 0.5426931381225586, 0.898375928401947, 0.2105613350868225, 0.4767906069755554, 0.019722821190953255, 0.8373473286628723, 0.6419837474822998, 0.5332943797111511, 0.5200387239456177, 0.5873232483863831, 0.5660275220870972, 0.8689802289009094, 0.586051881313324]",201
1,1.0,1,"[0.5136561989784241, 0.9307662844657898, 0.10183276981115341, 0.1992691308259964, 0.8092543482780457, 0.4857328534126282, 0.11099094897508621, 0.44809964299201965, 0.22248783707618713, 0.749112606048584, 0.7008395195007324, 0.7295261025428772, 0.36316433548927307, 0.12809041142463684, 0.06799469888210297, 0.9641042351722717]",202
2,1.0,2,"[0.005669461563229561, 0.33692196011543274, 0.43273091316223145, 0.09943794459104538, 0.22947800159454346, 0.34274664521217346, 0.5238181948661804, 0.9730579257011414, 0.6673842668533325, 0.772818386554718, 0.2560341954231262, 0.5488856434822083, 0.3591545522212982, 0.6104098558425903, 0.47452035546302795, 0.5927378535270691]",202
3,1.0,3,"[0.8613981008529663, 0.1422579437494278, 0.7378876805305481, 0.48363107442855835, 0.8413249254226685, 0.69658362865448, 0.10084886103868484, 0.7311299443244934, 0.6346648335456848, 0.5747369527816772, 0.6502571105957031, 0.4943509101867676, 0.17756867408752441, 0.13014231622219086, 0.1036946102976799, 0.5259779095649719]",202
4,1.0,4,"[0.7554183602333069, 0.7902175784111023, 0.031838446855545044, 0.6033150553703308, 0.8779689073562622, 0.9752366542816162, 0.6493121981620789, 0.9920520186424255, 0.14670822024345398, 0.4351641833782196, 0.46174558997154236, 0.3215504586696625, 0.0837949886918068, 0.3813191056251526, 0.3926035761833191, 0.5694797039031982]",202
5,6.0,5,"[0.07457982003688812, 0.24711017310619354, 0.4846945106983185, 0.4819852411746979, 0.45671406388282776, 0.7835444211959839, 0.17269490659236908, 0.9569923281669617, 0.8052138686180115, 0.6186875104904175, 0.8431833982467651, 0.48406094312667847, 0.5617232322692871, 0.29623857140541077, 0.5884565114974976, 0.4170496463775635]",202
6,1.0,1,"[0.4607450067996979, 0.43807482719421387, 0.04323200881481171, 0.5010779500007629, 0.5041873455047607, 0.20547865331172943, 0.7570237517356873, 0.5514287948608398, 0.2849697172641754, 0.17991213500499725, 0.36132651567459106, 0.21693439781665802, 0.8336843848228455, 0.8214913606643677, 0.9035113453865051, 0.4882771074771881]",202
1,2.0,1,"[0.4492257833480835, 0.4920368790626526, 0.38851600885391235, 0.810977578163147, 0.0689353421330452, 0.2894962728023529, 0.1625983566045761, 0.6931159496307373, 0.6022406220436096, 0.8669432401657104, 0.8703277707099915, 0.08139979839324951, 0.451616495847702, 0.9126823544502258, 0.15860913693904877, 0.038472291082143784]",203
2,1.0,2,"[0.7546024918556213, 0.5156686305999756, 0.25481048226356506, 0.7686324715614319, 0.8156335949897766, 0.6522724628448486, 0.21732214093208313, 0.1873987466096878, 0.4370446503162384, 0.15717813372612, 0.8816996812820435, 0.5480974912643433, 0.9948214888572693, 0.008677469566464424, 0.45580941438674927, 0.77150559425354]",203
3,1.0,3,"[0.059797946363687515, 0.25301486253738403, 0.15017719566822052, 0.6458125710487366, 0.8586380481719971, 0.8520156145095825, 0.9656736850738525, 0.9646428227424622, 0.1761525422334671, 0.9010792374610901, 0.18387286365032196, 0.3202367126941681, 0.5236462354660034, 0.45354896783828735, 0.29595068097114563, 0.9940746426582336]",203
4,1.0,4,"[0.3174230456352234, 0.06590740382671356, 0.6424288749694824, 0.912429690361023, 0.8545423746109009, 0.6741417050361633, 0.08568130433559418, 0.7205942869186401, 0.49440997838974, 0.41216087341308594, 0.05383993312716484, 0.7722675204277039, 0.859539270401001, 0.6780956387519836, 0.5777527093887329, 0.06775509566068649]",203
5,1.0,5,"[0.7119287252426147, 0.5140074491500854, 0.660866379737854, 0.5574487447738647, 0.9566152691841125, 0.033790223300457, 0.17817530035972595, 0.38853320479393005, 0.4115051329135895, 0.23717528581619263, 0.23858758807182312, 0.8886260390281677, 0.26778051257133484, 0.19329054653644562, 0.6027945876121521, 0.9131010174751282]",203
6,6.0,1,"[0.14348147809505463, 0.24872742593288422, 0.11520949751138687, 0.42773202061653137, 0.2978658676147461, 0.5619882941246033, 0.0035853502340614796, 0.9385957717895508, 0.8126107454299927, 0.6496903300285339, 0.3523293733596802, 0.06586968153715134, 0.6593142747879028, 0.8657587170600891, 0.36465486884117126, 0.8528605699539185]",203
1,1.0,1,"[0.14471188187599182, 0.9546790719032288, 0.04024264216423035, 0.2570384740829468, 0.9279418587684631, 0.683717668056488, 0.9034846425056458, 0.44811561703681946, 0.9243435263633728, 0.3020036220550537, 0.30928298830986023, 0.32399603724479675, 0.32192263007164, 0.9896165728569031, 0.5295730829238892, 0.1769120991230011]",204
2,1.0,2,"[0.26027578115463257, 0.8345953822135925, 0.8149442076683044, 0.15393708646297455, 0.30491238832473755, 0.5033843517303467, 0.18626758456230164, 0.48409733176231384, 0.3979426920413971, 0.5072738528251648, 0.5320954918861389, 0.6016868948936462, 0.23849600553512573, 0.9634066224098206, 0.7174810767173767, 0.9017830491065979]",204
3,6.0,3,"[0.14100757241249084, 0.17591840028762817, 0.4488811194896698, 0.8739543557167053, 0.883354127407074, 0.3740321099758148, 0.17539265751838684, 0.8833999037742615, 0.4850481450557709, 0.9666553735733032, 0.31788119673728943, 0.6541193723678589, 0.06764597445726395, 0.4019564986228943, 0.48513954877853394, 0.21293245255947113]",204
4,1.0,4,"[0.7034269571304321, 0.5802061557769775, 0.20745785534381866, 0.3333415687084198, 0.422312468290329, 0.4358678460121155, 0.6869338750839233, 0.8945220708847046, 0.2591196894645691, 0.5891352295875549, 0.11120135337114334, 0.8670691251754761, 0.5973570942878723, 0.49105650186538696, 0.38344818353652954, 0.005874093156307936]",204
5,1.0,5,"[0.7732080221176147, 0.22359547019004822, 0.9899822473526001, 0.7511229515075684, 0.36669763922691345, 0.743526816368103, 0.8445225358009338, 0.8447184562683105, 0.3446991741657257, 0.3589233458042145, 0.08333858847618103, 0.512753963470459, 0.6459894180297852, 0.5398896932601929, 0.9616888761520386, 0.9180850386619568]",204
6,1.0,1,"[0.7023324966430664, 0.9354555606842041, 0.38271623849868774, 0.6031132936477661, 0.7360794544219971, 0.5176383852958679, 0.6938862800598145, 0.17579515278339386, 0.1311667114496231, 0.0047018988989293575, 0.09894680231809616, 0.6220793128013611, 0.9311507344245911, 0.07474619895219803, 0.028983987867832184, 0.05235179886221886]",204
1,1.0,1,"[0.019309330731630325, 0.174703449010849, 0.06735246628522873, 0.1288667768239975, 0.176019549369812, 0.43896982073783875, 0.31433427333831787, 0.4517480432987213, 0.5020290017127991, 0.7059245109558105, 0.693821132183075, 0.402542382478714, 0.6129370927810669, 0.19823232293128967, 0.22332647442817688, 0.4672186076641083]",205
2,1.0,2,"[0.9890139102935791, 0.05077080428600311, 0.04142461344599724, 0.9057575464248657, 0.8569904565811157, 0.3577001392841339, 0.03133039176464081, 0.08395007252693176, 0.8147531151771545, 0.8415531516075134, 0.08955200016498566, 0.2135649174451828, 0.04755073040723801, 0.11858692020177841, 0.9437923431396484, 0.7766600847244263]",205
3,1.0,3,"[0.3661753833293915, 0.6547651290893555, 0.48268866539001465, 0.8038166165351868, 0.08750685304403305, 0.5944752097129822, 0.1862654983997345, 0.04363441839814186, 0.318105012178421, 0.3281051218509674, 0.20242367684841156, 0.5849623084068298, 0.1167452335357666, 0.5006909966468811, 0.7859408259391785, 0.07878168672323227]",205
4,6.0,4,"[0.9451532959938049, 0.3086293339729309, 0.48130202293395996, 0.7884162664413452, 0.17177216708660126, 0.1261296421289444, 0.3609408736228943, 0.9685229659080505, 0.2096164971590042, 0.3982771039009094, 0.7686297297477722, 0.8332615494728088, 0.9020498991012573, 0.9590133428573608, 0.21546971797943115, 0.3197702169418335]",205
5,1.0,5,"[0.6455864310264587, 0.07683458924293518, 0.823455810546875, 0.28222689032554626, 0.028583288192749023, 0.7265802025794983, 0.2471787929534912, 0.08773841708898544, 0.1264699399471283, 0.008169193752110004, 0.8203162550926208, 0.9949190020561218, 0.024085018783807755, 0.5314584970474243, 0.978047251701355, 0.28460678458213806]",205
6,1.0,1,"[0.41128262877464294, 0.12760671973228455, 0.3375483453273773, 0.5288384556770325, 0.9278373122215271, 0.7418501973152161, 0.24966828525066376, 0.3333781361579895, 0.6027229428291321, 0.30817797780036926, 0.1633983999490738, 0.19353462755680084, 0.21064616739749908, 0.4428393542766571, 0.7971805334091187, 0.34379637241363525]",205
1,1.0,1,"[0.08255983889102936, 0.20835252106189728, 0.10954199731349945, 0.05602595582604408, 0.2908514142036438, 0.562720537185669, 0.7368940114974976, 0.7438538670539856, 0.42075055837631226, 0.4141521155834198, 0.2845224142074585, 0.9034529328346252, 0.28878170251846313, 0.1657360941171646, 0.08790922164916992, 0.9221271276473999]",206
2,1.0,2,"[0.9113239645957947, 0.5879949927330017, 0.4908747375011444, 0.39981067180633545, 0.8342360854148865, 0.9245805144309998, 0.5676711797714233, 0.7968900203704834, 0.7383648753166199, 0.582430362701416, 0.15088319778442383, 0.26081928610801697, 0.029145941138267517, 0.9531910419464111, 0.695452094078064, 0.235057532787323]",206
3,1.0,3,"[0.7611356973648071, 0.28506916761398315, 0.6871519684791565, 0.3173445165157318, 0.17957518994808197, 0.17336465418338776, 0.566725492477417, 0.6393997073173523, 0.6613286137580872, 0.9239017367362976, 0.40618935227394104, 0.4810430407524109, 0.7052910923957825, 0.5875304937362671, 0.08848653733730316, 0.7792935371398926]",206
4,1.0,4,"[0.20436324179172516, 0.5253421664237976, 0.2666332721710205, 0.8997966051101685, 0.49154043197631836, 0.9753731489181519, 0.5144298672676086, 0.24468132853507996, 0.9405178427696228, 0.2046041637659073, 0.6771348118782043, 0.42773640155792236, 0.4473089575767517, 0.4799491763114929, 0.2723361551761627, 0.842635452747345]",206
5,1.0,5,"[0.7176977396011353, 0.020785463973879814, 0.32246503233909607, 0.5842016935348511, 0.7175893783569336, 0.6238037943840027, 0.48954910039901733, 0.9331863522529602, 0.16461320221424103, 0.5858374834060669, 0.34877049922943115, 0.5843543410301208, 0.49147602915763855, 0.8195301294326782, 0.2575909197330475, 0.013919164426624775]",206
6,1.0,1,"[0.3555860221385956, 0.2135964184999466, 0.7409895062446594, 0.25255468487739563, 0.4191367030143738, 0.7985283136367798, 0.7663604617118835, 0.8172110915184021, 0.9188446998596191, 0.9448376297950745, 0.7753146886825562, 0.036960337311029434, 0.6439853310585022, 0.8658704161643982, 0.3363485336303711, 0.495209276676178]",206
1,1.0,1,"[0.10973120480775833, 0.5246050953865051, 0.07178071141242981, 0.5698697566986084, 0.36076071858406067, 0.6757335662841797, 0.7407480478286743, 0.31105613708496094, 0.1662651151418686, 0.5667140483856201, 0.9870668053627014, 0.6398600339889526, 0.06315656751394272, 0.8441944718360901, 0.3355065882205963, 0.8321897983551025]",207
2,6.0,2,"[0.2661677598953247, 0.42679449915885925, 0.17004531621932983, 0.1927303969860077, 0.4886449873447418, 0.8956921100616455, 0.8894281983375549, 0.9929196238517761, 0.10364187508821487, 0.8564884066581726, 0.6692255139350891, 0.9572639465332031, 0.3548843264579773, 0.4299481511116028, 0.774266242980957, 0.5976366400718689]",207
3,6.0,3,"[0.47442665696144104, 0.3579080402851105, 0.7850832939147949, 0.672493040561676, 0.7686473727226257, 0.8455764651298523, 0.026793312281370163, 0.43179601430892944, 0.7432065606117249, 0.8729948997497559, 0.5631551146507263, 0.5453190803527832, 0.9340763092041016, 0.06731659173965454, 0.26883357763290405, 0.3348214626312256]",207
4,1.0,4,"[0.9772146940231323, 0.2567066550254822, 0.139168843626976, 0.7026863694190979, 0.06802769005298615, 0.8754200339317322, 0.9281077980995178, 0.05359264090657234, 0.34223636984825134, 0.5702707171440125, 0.5435107946395874, 0.489357054233551, 0.7284590005874634, 0.8974771499633789, 0.05273255333304405, 0.9300952553749084]",207
5,6.0,5,"[0.23225966095924377, 0.9744833111763, 0.06294599175453186, 0.5643634796142578, 0.278586745262146, 0.9486324787139893, 0.35129624605178833, 0.4716998338699341, 0.9552180171012878, 0.2332175374031067, 0.7845439910888672, 0.5808869004249573, 0.07097717374563217, 0.9625983834266663, 0.4584582448005676, 0.021688761189579964]",207
6,1.0,1,"[0.3182700276374817, 0.4483051300048828, 0.12062756717205048, 0.7265219688415527, 0.5156306028366089, 0.10618175566196442, 0.1942838430404663, 0.49584630131721497, 0.7544417381286621, 0.8815860152244568, 0.6848474740982056, 0.6907917261123657, 0.3415188193321228, 0.8629637360572815, 0.8219321966171265, 0.9153292775154114]",207
1,1.0,1,"[0.9281783699989319, 0.8081262707710266, 0.2881644070148468, 0.05059210583567619, 0.6903256177902222, 0.9676508903503418, 0.9238896369934082, 0.8663402795791626, 0.5437893271446228, 0.2994694709777832, 0.0026027385611087084, 0.973608672618866, 0.6445708274841309, 0.8509078025817871, 0.19214653968811035, 0.2539171278476715]",208
2,1.0,2,"[0.0207232553511858, 0.39850419759750366, 0.731370747089386, 0.702260434627533, 0.008920622989535332, 0.8748297095298767, 0.6765668988227844, 0.5967042446136475, 0.3532275855541229, 0.9992785453796387, 0.90968257188797, 0.0037944491486996412, 0.4172303080558777, 0.15214625000953674, 0.012592410668730736, 0.6003978252410889]",208
3,1.0,3,"[0.7824850678443909, 0.1441255658864975, 0.15779049694538116, 0.5162643194198608, 0.3319021463394165, 0.4374750852584839, 0.15737690031528473, 0.04277026653289795, 0.5219535827636719, 0.899590015411377, 0.5495703816413879, 0.36982449889183044, 0.0124146593734622, 0.2534828186035156, 0.8715429902076721, 0.34537839889526367]",208
4,1.0,4,"[0.2706739008426666, 0.1094200536608696, 0.8892527222633362, 0.7288637757301331, 0.7747573852539062, 0.7059188485145569, 0.6481497287750244, 0.6250755190849304, 0.05398441106081009, 0.28883829712867737, 0.30437639355659485, 0.9957085251808167, 0.41595199704170227, 0.5474712252616882, 0.20274803042411804, 0.8266806602478027]",208
5,1.0,5,"[0.2475365698337555, 0.7221487760543823, 0.8880370259284973, 0.2680279314517975, 0.18258419632911682, 0.13426612317562103, 0.3589458167552948, 0.11753340065479279, 0.7197052836418152, 0.356067031621933, 0.790547788143158, 0.07684487104415894, 0.007690936792641878, 0.39669379591941833, 0.41803717613220215, 0.9587001204490662]",208
6,1.0,1,"[0.928463339805603, 0.0002719792537391186, 0.8959246873855591, 0.7421327829360962, 0.8743301033973694, 0.11959773302078247, 0.16626042127609253, 0.4226113557815552, 0.5955300331115723, 0.49874621629714966, 0.7517191767692566, 0.991322934627533, 0.12652304768562317, 0.02545781433582306, 0.6297541856765747, 0.4068024158477783]",208
1,1.0,1,"[0.28475451469421387, 0.4062204360961914, 0.7408164739608765, 0.6755138039588928, 0.44389769434928894, 0.10938828438520432, 0.06652979552745819, 0.7358269095420837, 0.7049240469932556, 0.3887127637863159, 0.3401259779930115, 0.8668473362922668, 0.2724149227142334, 0.9490760564804077, 0.6042219996452332, 0.6649332046508789]",209
2,1.0,2,"[0.7542797327041626, 0.5461438894271851, 0.8108904361724854, 0.9117580056190491, 0.891339123249054, 0.9331830739974976, 0.5163065195083618, 0.6441321969032288, 0.37819233536720276, 0.8078848719596863, 0.7430009841918945, 0.2526329755783081, 0.8108822107315063, 0.04526554420590401, 0.6577563881874084, 0.7873642444610596]",209
3,6.0,3,"[0.7940208315849304, 0.8247400522232056, 0.838986873626709, 0.015676168724894524, 0.7941924929618835, 0.45532938838005066, 0.36832571029663086, 0.8531959056854248, 0.7991121411323547, 0.93011075258255, 0.6711277365684509, 0.8215360045433044, 0.04072733595967293, 0.3317107558250427, 0.4808608889579773, 0.6014981269836426]",209
4,1.0,4,"[0.47021710872650146, 0.8153570294380188, 0.07894982397556305, 0.511943519115448, 0.489164263010025, 0.7645283341407776, 0.5414252877235413, 0.829336941242218, 0.29574957489967346, 0.389727383852005, 0.6077752709388733, 0.6946176290512085, 0.6922198534011841, 0.04262387752532959, 0.7537783980369568, 0.24327534437179565]",209
5,2.0,5,"[0.8504887223243713, 0.5472161173820496, 0.6377299427986145, 0.7355719208717346, 0.2679544687271118, 0.7722952365875244, 0.9838395714759827, 0.47809258103370667, 0.8806522488594055, 0.849989116191864, 0.29709696769714355, 0.5302842855453491, 0.8966232538223267, 0.5911417603492737, 0.40967240929603577, 0.6126928925514221]",209
6,1.0,1,"[0.9191979169845581, 0.7071370482444763, 0.5684306621551514, 0.672094464302063, 0.12228963524103165, 0.47479698061943054, 0.7676734328269958, 0.7272703647613525, 0.27170464396476746, 0.07216212153434753, 0.06913532316684723, 0.4627515375614166, 0.5175087451934814, 0.2571815848350525, 0.30033406615257263, 0.9109236001968384]",209
1,1.0,1,"[0.8306486010551453, 0.7785192728042603, 0.2201789766550064, 0.44696858525276184, 0.11806097626686096, 0.7215008735656738, 0.7308703064918518, 0.08591632544994354, 0.8972690105438232, 0.3654243052005768, 0.7724165916442871, 0.35710740089416504, 0.591341495513916, 0.6535517573356628, 0.3900989890098572, 0.9861166477203369]",210
2,6.0,2,"[0.5827205777168274, 0.3143044412136078, 0.13330991566181183, 0.25292763113975525, 0.985855758190155, 0.42939379811286926, 0.14190368354320526, 0.28032544255256653, 0.56131511926651, 0.7311641573905945, 0.688183605670929, 0.8892667293548584, 0.984358549118042, 0.3593994975090027, 0.9112932085990906, 0.5298367142677307]",210
3,1.0,3,"[0.4665982127189636, 0.9462830424308777, 0.03689102828502655, 0.009502960368990898, 0.6912047863006592, 0.028764620423316956, 0.8743650317192078, 0.9046435952186584, 0.035149600356817245, 0.24939867854118347, 0.7757760882377625, 0.07646360993385315, 0.3454308807849884, 0.6413722634315491, 0.6719985604286194, 0.19688907265663147]",210
4,6.0,4,"[0.7133240103721619, 0.6817782521247864, 0.45554786920547485, 0.9192054271697998, 0.17983905971050262, 0.37301763892173767, 0.6512439846992493, 0.3132854104042053, 0.8967887163162231, 0.6470776200294495, 0.3612419068813324, 0.38182637095451355, 0.9065452218055725, 0.10785096883773804, 0.795851469039917, 0.049040988087654114]",210
5,6.0,5,"[0.24865393340587616, 0.11777384579181671, 0.883089005947113, 0.22964152693748474, 0.046610768884420395, 0.5079502463340759, 0.498684823513031, 0.092457614839077, 0.3868868350982666, 0.07744843512773514, 0.19211992621421814, 0.06873343139886856, 0.5816209316253662, 0.12243275344371796, 0.7661128044128418, 0.2558319568634033]",210
6,1.0,1,"[0.9347047209739685, 0.13413245975971222, 0.4528034031391144, 0.45453566312789917, 0.13456933200359344, 0.8377649188041687, 0.3789062201976776, 0.15805110335350037, 0.30562683939933777, 0.13027432560920715, 0.03507476672530174, 0.33112895488739014, 0.43748676776885986, 0.9714088439941406, 0.1648762822151184, 0.14059841632843018]",210
1,1.0,1,"[0.71660977602005, 0.29892590641975403, 0.13622021675109863, 0.34111452102661133, 0.9726252555847168, 0.9271824955940247, 0.4983953535556793, 0.21495816111564636, 0.4823075532913208, 0.5882661938667297, 0.6714801788330078, 0.7983145713806152, 0.7730661630630493, 0.8488926887512207, 0.24536216259002686, 0.946967363357544]",211
2,1.0,2,"[0.7030083537101746, 0.3892036974430084, 0.5796833038330078, 0.520273745059967, 0.47275328636169434, 0.6385254263877869, 0.2615387439727783, 0.9801256656646729, 0.13734440505504608, 0.6609591245651245, 0.5182005167007446, 0.5668721795082092, 0.9526517987251282, 0.18211360275745392, 0.2888970673084259, 0.17153297364711761]",211
3,6.0,3,"[0.7171596884727478, 0.28287994861602783, 0.012122548185288906, 0.943813145160675, 0.13143175840377808, 0.5273491144180298, 0.5207480788230896, 0.5850187540054321, 0.4064009487628937, 0.9664855599403381, 0.05418628081679344, 0.7114614248275757, 0.9511582851409912, 0.5464807748794556, 0.3439405560493469, 0.3510854244232178]",211
